company;drn
Zurich Assurance Ltd;DRN-4407753
AXA Insurance UK Plc;DRN-4407773
Watford Insurance Company Europe Limited;DRN-4407812
Scottish Widows Limited;DRN-4407894
Zurich Assurance Ltd;DRN-4407908
Lloyds Bank PLC;DRN-4407959
Barclays Bank UK PLC;DRN-4407983
Wise Payments Limited;DRN-4408013
Aviva Insurance Limited;DRN-4408052
National Westminster Bank Plc;DRN-4408107
Barclays Bank UK PLC;DRN-4408240
Royal & Sun Alliance Insurance Limited;DRN-4408249
George Square Financial Management Ltd;DRN-4408262
BMW Financial Services(GB) Limited;DRN-4408263
Chaucer Insurance Company Designated Activity Company;DRN-4408277
Blue Motor Finance Ltd;DRN-4408285
AWP P&C SA;DRN-4408288
Bank of Scotland Plc;DRN-4408320
Helvetia Global Solutions Ltd;DRN-4408327
Royal & Sun Alliance Insurance Limited;DRN-4408330
Creation Consumer Finance Ltd;DRN-4408353
AXA Insurance UK Plc;DRN-4408365
Capital One (Europe) plc;DRN-4408376
Quilter Financial Services Ltd;DRN-4408411
Aviva Insurance Limited;DRN-4408450
Lloyds Bank PLC;DRN-4408485
London Mutual Credit Union Limited;DRN-4408580
Grove Pension Solutions Limited;DRN-4408618
AA Underwriting Insurance Company Limited;DRN-4408621
DAS Legal Expenses Insurance Company Limited;DRN-4408660
ITI Capital Limited;DRN-4408696
Target Servicing Limited;DRN-4408883
British Gas Insurance Limited;DRN-4408914
Inter Partner Assistance SA;DRN-4408939
The National Farmers' Union Mutual Insurance Society Limited;DRN-4408959
Logbook Lending Limited;DRN-4409063
Sterling ISA Managers Limited;DRN-4409193
Creation Consumer Finance Ltd;DRN-4409200
Great Lakes Insurance SE;DRN-4409207
Barclays Bank UK PLC;DRN-4409209
Zopa Bank Limited;DRN-4409216
Mitsubishi HC Capital UK Plc;DRN-4409266
Moneybarn No. 1 Limited;DRN-4409268
AXA France IARD;DRN-4409323
Medical Money Management;DRN-4409347
Monzo Bank Ltd;DRN-4409353
Barclays Bank UK PLC;DRN-4409384
Madison CF UK Limited;DRN-4409435
BMW Financial Services(GB) Limited;DRN-4409561
Vanquis Bank Limited;DRN-4409571
HSBC UK Bank Plc;DRN-4409608
Vitality Health Limited;DRN-4409621
RAC Financial Services Ltd;DRN-4409662
CA AUTO FINANCE UK LTD;DRN-4409749
Sainsbury's Bank Plc;DRN-4409851
Royal & Sun Alliance Insurance Limited;DRN-4409942
AXA Insurance UK Plc;DRN-4409974
Advantage Insurance Company Limited;DRN-4409980
Nationwide Building Society;DRN-4410090
Lowell Portfolio I Ltd;DRN-4410097
Tesco Personal Finance PLC;DRN-4410100
AWP P&C SA;DRN-4410154
Tesco Personal Finance PLC;DRN-4410166
Clydesdale Bank Plc;DRN-4410168
HSBC UK Bank Plc;DRN-4410210
Barclays Bank UK PLC;DRN-4410217
Scottish Widows Limited;DRN-4410255
Bank of Scotland Plc;DRN-4410305
British Gas Insurance Limited;DRN-4410338
Sporting Index Limited;DRN-4410401
Mitsubishi HC Capital UK Plc;DRN-4410409
Curtis Banks Limited;DRN-4410430
National Westminster Bank Plc;DRN-4410576
Shawbrook Bank Limited;DRN-4410648
National Westminster Bank Plc;DRN-4410662
Clydesdale Financial Services Limited;DRN-4410671
Lloyds Bank General Insurance Limited;DRN-4410708
Vanquis Bank Limited;DRN-4410710
Aviva Insurance Limited;DRN-4410713
Markerstudy Insurance Company Limited;DRN-4410730
AWP P&C SA;DRN-4410735
Revolut Ltd;DRN-4410780
Legal and General Assurance Society Limited;DRN-4410842
Mortgage Express;DRN-4410910
Ageas Insurance Limited;DRN-4410912
Co-op Funeral Plans Limited;DRN-4410919
AWP P&C SA;DRN-4410955
BISL Limited;DRN-4411025
Accredited Insurance (Europe) Ltd;DRN-4411084
Liverpool Victoria Insurance Company Limited;DRN-4411161
Admiral Insurance (Gibraltar) Limited;DRN-4411187
Inter Partner Assistance SA;DRN-4411232
HSBC UK Bank Plc;DRN-4411309
Scottish Widows Limited;DRN-4411339
Accelerant Insurance Europe SA/NV UK Branch;DRN-4411355
Monzo Bank Ltd;DRN-4411364
Lloyds Bank PLC;DRN-4411379
Legal and General Assurance Society Limited;DRN-4411388
Secure Trust Bank Plc;DRN-4411417
Lloyds Bank PLC;DRN-4411464
Santander UK Plc;DRN-4411523
AWP P&C SA;DRN-4411550
Barclays Bank UK PLC;DRN-4411591
Bank of Scotland Plc;DRN-4411604
Timmins Whittaker Ltd;DRN-4411634
Inter Partner Assistance SA;DRN-4411693
Madison CF UK Limited;DRN-4411792
iPensions Group Limited;DRN-4411921
Ageas Insurance Limited;DRN-4411967
Chetwood Financial Limited;DRN-4412001
Assurant General Insurance Limited;DRN-4412013
Clydesdale Bank Plc;DRN-4412060
National Westminster Bank Plc;DRN-4412144
Chetwood Financial Limited;DRN-4412163
Ageas Insurance Limited;DRN-4412235
Amtrust Europe Limited;DRN-4412274
Scottish Widows Limited;DRN-4412348
Legal and General Assurance Society Limited;DRN-4412369
NewDay Ltd;DRN-4412384
Great Lakes Insurance SE;DRN-4412416
Aviva Life & Pensions UK Limited;DRN-4412443
BUPA Insurance Limited;DRN-4412493
Moneybarn No. 1 Limited;DRN-4412499
HSBC UK Bank Plc;DRN-4412513
Tesco Personal Finance PLC;DRN-4412689
Right Choice Insurance Brokers Ltd;DRN-4412763
Lendable Ltd;DRN-4412776
Admiral Insurance (Gibraltar) Limited;DRN-4412789
Admiral Insurance (Gibraltar) Limited;DRN-4412839
Loans 2 Go Limited;DRN-4412893
MS Amlin Insurance SE;DRN-4412944
Ageas Insurance Limited;DRN-4412976
Inter Partner Assistance SA;DRN-4412994
Aviva Life & Pensions UK Limited;DRN-4413147
NewDay Ltd;DRN-4413155
Bank of Scotland Plc;DRN-4413161
Casualty & General Insurance Company (Europe) Ltd;DRN-4413232
Clydesdale Bank Plc;DRN-4413238
Standard Life Assurance Limited;DRN-4413283
Watford Insurance Company Europe Limited;DRN-4413305
Watford Insurance Company Europe Limited;DRN-4413313
Revolut Ltd;DRN-4413383
Scottish Widows Limited;DRN-4413389
Revolut Ltd;DRN-4413421
One Insurance Limited;DRN-4413453
ActiveQuote Limited;DRN-4413460
Moneybarn No. 1 Limited;DRN-4413462
NewDay Ltd;DRN-4413501
Barclays Bank UK PLC;DRN-4413512
The Royal Bank of Scotland Plc;DRN-4413534
First Response Finance Ltd;DRN-4413561
Moneybarn No. 1 Limited;DRN-4413571
HSBC UK Bank Plc;DRN-4413584
London and Country Mortgages Ltd;DRN-4413630
Advantage Insurance Company Limited;DRN-4413677
TRANSUNION INTERNATIONAL UK LIMITED;DRN-4413682
Lloyds Bank General Insurance Limited;DRN-4413719
AXA XL Insurance Company UK Limited;DRN-4413739
BUPA Insurance Limited;DRN-4413764
Metro Bank PLC;DRN-4413809
National Westminster Bank Plc;DRN-4413852
esure Insurance Limited;DRN-4413862
Accelerant Insurance Europe SA/NV UK Branch;DRN-4413867
The Royal Bank of Scotland Plc;DRN-4413872
Retail Money Market Ltd;DRN-4413878
Madison CF UK Limited;DRN-4413948
more 2 life Ltd;DRN-4413951
FirstRand Bank Limited;DRN-4413959
HSBC UK Bank Plc;DRN-4413968
Skrill Limited;DRN-4413981
BMW Financial Services(GB) Limited;DRN-4414002
Preferred Mortgages Limited;DRN-4414033
AXA Insurance UK Plc;DRN-4414045
Lloyds Bank General Insurance Limited;DRN-4414075
Advantage Insurance Company Limited;DRN-4414084
Creation Consumer Finance Ltd;DRN-4414104
Domestic & General Insurance Plc;DRN-4414147
ManyPets Ltd;DRN-4414169
American Express Services Europe Limited (AESEL);DRN-4414175
The Access Bank UK Limited;DRN-4414199
TRANSUNION INTERNATIONAL UK LIMITED;DRN-4414205
Great Lakes Insurance SE;DRN-4414268
British Gas Insurance Limited;DRN-4414275
Royal & Sun Alliance Insurance Limited;DRN-4414356
Starling Bank Limited;DRN-4414383
Revolut Ltd;DRN-4414427
Toyota Financial Services (UK) Plc;DRN-4414439
HSBC UK Bank Plc;DRN-4414509
Secure Trust Bank Plc;DRN-4414524
Clydesdale Bank Plc;DRN-4414579
Advantage Insurance Company Limited;DRN-4414589
Tesco Personal Finance PLC;DRN-4414608
Mortgage Agency Services Number Five Limited;DRN-4414730
Bank of Scotland Plc;DRN-4414749
Lloyds Bank PLC;DRN-4414777
Lloyds Bank General Insurance Limited;DRN-4414819
Great Lakes Insurance SE;DRN-4414833
Pension Works Limited;DRN-4414901
National Westminster Bank Plc;DRN-4414902
Nationwide Building Society;DRN-4414922
Startline Motor Finance Limited;DRN-4414935
Admiral Insurance (Gibraltar) Limited;DRN-4414944
Chamberlain De Broe Limited;DRN-4414950
West Bay Insurance Plc;DRN-4414964
Aviva Insurance Limited;DRN-4415015
Revolut Ltd;DRN-4415058
Barclays Bank UK PLC;DRN-4415074
Admiral Insurance (Gibraltar) Limited;DRN-4415076
Inter Partner Assistance SA;DRN-4415120
PayPal (Europe) Sarl et Cie SCA;DRN-4415133
The Royal Bank of Scotland Plc;DRN-4415179
Inter Partner Assistance SA;DRN-4415192
Rixon Matthews Appleyard (Financial Services) Limited;DRN-4415202
Butler Toll Ltd;DRN-4415359
Accredited Insurance (Europe) Ltd;DRN-4415385
Just Retirement Limited;DRN-4415402
Royal & Sun Alliance Insurance Limited;DRN-4415540
Capital One (Europe) plc;DRN-4415591
Blue Motor Finance Ltd;DRN-4415633
British Gas Insurance Limited;DRN-4415717
Royal & Sun Alliance Insurance Limited;DRN-4415769
Allied International Credit (UK) Ltd;DRN-4415809
Everyday Lending Limited;DRN-4415837
Wakam;DRN-4415847
Highway Insurance Company Limited;DRN-4415848
Moneybarn No. 1 Limited;DRN-4415861
Advantage Insurance Company Limited;DRN-4415873
Stellantis Financial Services UK Limited;DRN-4415893
Tesco Personal Finance PLC;DRN-4415929
Bank of Scotland Plc;DRN-4415969
HSBC UK Bank Plc;DRN-4415979
Advantage Insurance Company Limited;DRN-4415996
Moneybarn No. 1 Limited;DRN-4416005
Nationwide Building Society;DRN-4416045
Barclays Bank UK PLC;DRN-4416115
J.P. Morgan Europe Limited;DRN-4416120
Inter Partner Assistance SA;DRN-4416183
Close Brothers Limited;DRN-4416231
AA Underwriting Insurance Company Limited;DRN-4416269
Legal and General Assurance Society Limited;DRN-4416350
Stellantis Financial Services UK Limited;DRN-4416353
First Central Insurance Management Limited;DRN-4416386
Admiral Insurance (Gibraltar) Limited;DRN-4416506
Royal & Sun Alliance Insurance Limited;DRN-4416538
Moneybarn No. 1 Limited;DRN-4416564
UK Credit Limited;DRN-4416667
Admiral Insurance (Gibraltar) Limited;DRN-4416673
esure Insurance Limited;DRN-4416691
MBNA Limited;DRN-4416697
Evergreen Finance London Limited;DRN-4416717
Liverpool Victoria Insurance Company Limited;DRN-4416722
Lloyds Bank PLC;DRN-4416775
Bank of Scotland Plc;DRN-4416788
Barclays Bank UK PLC;DRN-4416841
Liverpool Victoria Financial Services Limited;DRN-4416937
Topaz Finance Limited;DRN-4417018
Zopa Bank Limited;DRN-4417094
Accredited Insurance (Europe) Ltd;DRN-4417108
Euroins AD;DRN-4417141
Highway Insurance Company Limited;DRN-4417145
American International Group UK Limited;DRN-4417152
Landmark Mortgages Limited;DRN-4417159
Rock Insurance Services Limited;DRN-4417186
Amtrust Europe Limited;DRN-4417232
Clydesdale Bank Plc;DRN-4417255
Admiral Insurance (Gibraltar) Limited;DRN-4417282
Royal & Sun Alliance Insurance Limited;DRN-4417317
Everyday Lending Limited;DRN-4417353
HSBC UK Bank Plc;DRN-4417376
Lloyds Bank General Insurance Limited;DRN-4417393
QIC Europe Ltd;DRN-4417409
Fortegra Europe Insurance Company Ltd;DRN-4417459
National Savings and Investments;DRN-4417480
Lloyds Bank General Insurance Limited;DRN-4417498
Moneybarn No. 1 Limited;DRN-4417542
Admiral Insurance (Gibraltar) Limited;DRN-4417575
Loans 2 Go Limited;DRN-4417592
Toyota Financial Services (UK) Plc;DRN-4417640
BUPA Insurance Limited;DRN-4417664
Great Lakes Insurance SE;DRN-4417717
Santander UK Plc;DRN-4417733
Aviva Life & Pensions UK Limited;DRN-4417736
Santander UK Plc;DRN-4417762
U Drive Cover Ltd;DRN-4417825
Skyfire Insurance Company Limited;DRN-4417950
Specialist Motor Finance Limited;DRN-4417964
AJ Bell Management Limited;DRN-4417985
Euroins AD;DRN-4417987
BUPA Insurance Limited;DRN-4417989
Wise Payments Limited;DRN-4418018
AXA Insurance UK Plc;DRN-4418023
HSBC UK Bank Plc;DRN-4418088
Revolut Ltd;DRN-4418091
Embark Services Limited;DRN-4418109
Kensington Mortgage Company Limited;DRN-4418145
Euroins AD;DRN-4418159
Stagemount Limited;DRN-4418251
Haven Insurance Company Limited;DRN-4418255
Moneybarn No. 1 Limited;DRN-4418265
Liverpool Victoria Insurance Company Limited;DRN-4418270
Astrenska Insurance Limited;DRN-4418275
Advanced Payment Solutions Limited;DRN-4418277
Advantage Insurance Company Limited;DRN-4418279
Bank of Ireland (UK) Plc;DRN-4418338
Aviva Life & Pensions UK Limited;DRN-4418358
Aviva Insurance Limited;DRN-4418373
Moneybarn No. 1 Limited;DRN-4418480
Watford Insurance Company Europe Limited;DRN-4418489
U K Insurance Limited;DRN-4418533
Aviva Insurance Limited;DRN-4418547
Coventry Building Society;DRN-4418592
Royal & Sun Alliance Insurance Limited;DRN-4418609
Lockhart Consultancy Ltd;DRN-4418612
Bank of Scotland Plc;DRN-4418615
U K Insurance Limited;DRN-4418676
Madison CF UK Limited;DRN-4418696
Atlanta Insurance Intermediaries Limited;DRN-4418735
NewDay Ltd;DRN-4418756
Royal & Sun Alliance Insurance Limited;DRN-4418768
Revolut Ltd;DRN-4418817
Fairmead Insurance Limited;DRN-4418835
American International Group UK Limited;DRN-4418945
Nationwide Building Society;DRN-4418956
Creation Consumer Finance Ltd;DRN-4418991
Loans 2 Go Limited;DRN-4419138
BMW Financial Services(GB) Limited;DRN-4419142
Tymit Ltd;DRN-4419143
Home Retail Group Card Services Limited;DRN-4419163
QIC Europe Ltd;DRN-4419204
Creation Consumer Finance Ltd;DRN-4419214
AXA PPP Healthcare Limited;DRN-4419293
AA Underwriting Insurance Company Limited;DRN-4419332
PDL Finance Limited;DRN-4419347
Santander UK Plc;DRN-4419350
Shawbrook Bank Limited;DRN-4419368
Madison CF UK Limited;DRN-4419527
Shawbrook Bank Limited;DRN-4419536
Bank of Scotland Plc;DRN-4419546
Bank of Scotland Plc;DRN-4419591
BUPA Insurance Limited;DRN-4419605
Epayments Systems Ltd;DRN-4419663
One Sure Insurance Limited;DRN-4419752
National Westminster Bank Plc;DRN-4419885
Clydesdale Financial Services Limited;DRN-4419886
Startline Motor Finance Limited;DRN-4420069
British Gas Insurance Limited;DRN-4420074
Santander UK Plc;DRN-4420076
BMW Financial Services(GB) Limited;DRN-4420178
Moneybarn No. 1 Limited;DRN-4420192
Lloyds Bank PLC;DRN-4420203
Tesco Personal Finance PLC;DRN-4420300
HCC International Insurance Company Plc;DRN-4420382
Lloyds Bank PLC;DRN-4420487
AXA PPP Healthcare Limited;DRN-4420489
AXA PPP Healthcare Limited;DRN-4420495
Tesco Personal Finance PLC;DRN-4420520
Bank of Scotland Plc;DRN-4420563
Tandem Bank Limited;DRN-4420575
Barclays Bank UK PLC;DRN-4420589
Great Lakes Insurance SE;DRN-4420599
U K Insurance Limited;DRN-4420618
National Westminster Bank Plc;DRN-4420677
QIC Europe Ltd;DRN-4420873
Modulr FS Limited;DRN-4420910
Astrenska Insurance Limited;DRN-4420962
Westfield Contributory Health Scheme;DRN-4421004
Go Car Credit Limited;DRN-4421005
Nationwide Building Society;DRN-4421016
Trading 212 UK Limited;DRN-4421027
Pinnacle Insurance Plc;DRN-4421033
Admiral Insurance (Gibraltar) Limited;DRN-4421089
Monzo Bank Ltd;DRN-4421097
esure Insurance Limited;DRN-4421120
Barclays Bank UK PLC;DRN-4421183
Liverpool Victoria Insurance Company Limited;DRN-4421297
AWP P&C SA;DRN-4421328
The Royal Bank of Scotland Plc;DRN-4421389
Advantage Insurance Company Limited;DRN-4421395
Mulsanne Insurance Company Limited;DRN-4421417
MBNA Limited;DRN-4421481
The Royal London Mutual Insurance Society Limited;DRN-4421530
Creation Consumer Finance Ltd;DRN-4421605
Mitsubishi HC Capital UK Plc;DRN-4421608
Thomas Carroll (Brokers) Ltd;DRN-4421732
FirstRand Bank Limited;DRN-4421768
First Central Insurance Management Limited;DRN-4421808
Monzo Bank Ltd;DRN-4421898
Barclays Bank UK PLC;DRN-4421924
Gain Capital UK Limited;DRN-4422097
Barclays Bank Plc;DRN-4422208
Creation Consumer Finance Ltd;DRN-4422216
Nationwide Building Society;DRN-4422230
AWP P&C SA;DRN-4422233
Royal & Sun Alliance Insurance Limited;DRN-4422357
Barclays Bank UK PLC;DRN-4422485
Aviva Insurance Limited;DRN-4422553
Ageas Insurance Limited;DRN-4422595
Unum Ltd;DRN-4422620
Volkswagen Financial Services (UK) Limited;DRN-4422644
American Express Services Europe Limited;DRN-4422685
Covea Insurance plc;DRN-4422691
Royal & Sun Alliance Insurance Limited;DRN-4422702
Astrenska Insurance Limited;DRN-4422715
U K Insurance Limited;DRN-4422742
Clydesdale Financial Services Limited;DRN-4422760
N.I.I.B. Group Limited;DRN-4422765
esure Insurance Limited;DRN-4422786
HSBC UK Bank Plc;DRN-4422830
National Westminster Bank Plc;DRN-4422857
The National Farmers' Union Mutual Insurance Society Limited;DRN-4422861
Nationwide Building Society;DRN-4422866
Equifax Limited;DRN-4422912
Aviva Insurance Limited;DRN-4422954
U K Insurance Limited;DRN-4422960
CB Payments Ltd;DRN-4423015
Stellantis Financial Services UK Limited;DRN-4423027
Santander UK Plc;DRN-4423042
Monzo Bank Ltd;DRN-4423045
Prodigy Finance LTD;DRN-4423093
Wakam;DRN-4423102
Helvetia Global Solutions Ltd;DRN-4423114
Santander UK Plc;DRN-4423125
Lloyds Bank PLC;DRN-4423179
Royal & Sun Alliance Insurance Limited;DRN-4423217
Santander Consumer (UK) Plc;DRN-4423225
Covea Insurance plc;DRN-4423267
Liverpool Victoria Insurance Company Limited;DRN-4423316
Aviva Insurance Limited;DRN-4423357
Lowell Portfolio I Ltd;DRN-4423360
Throgmorton Private Capital Ltd;DRN-4423398
Aviva Life & Pensions UK Limited;DRN-4423432
AWP P&C SA;DRN-4423492
Barclays Bank UK PLC;DRN-4423591
Bank of Scotland Plc;DRN-4423629
Advance Mortgage Funding Ltd;DRN-4423633
The Royal London Mutual Insurance Society Limited;DRN-4423645
ClearBank Limited;DRN-4423659
TSB Bank plc;DRN-4423664
Red Sands Insurance Company (Europe) Limited;DRN-4423713
Zurich Assurance Ltd;DRN-4423744
Revolut Ltd;DRN-4423845
Legal and General Assurance Society Limited;DRN-4423853
Tesco Personal Finance PLC;DRN-4423858
National Westminster Bank Plc;DRN-4423904
Aviva Insurance Limited;DRN-4423933
HSBC UK Bank Plc;DRN-4423992
HSBC UK Bank Plc;DRN-4424060
Zurich Insurance PLC;DRN-4424108
Wakam;DRN-4424189
Tempcover Limited;DRN-4424265
Mercedes-Benz Financial Services UK Limited;DRN-4424384
Moneybarn No. 1 Limited;DRN-4424489
Blemain Finance Limited;DRN-4424491
Clydesdale Bank Plc;DRN-4424543
London and Country Mortgages Ltd;DRN-4424549
Royal & Sun Alliance Insurance Limited;DRN-4424590
Barclays Bank UK PLC;DRN-4424692
JN Bank UK Ltd;DRN-4424695
West Bay Insurance Plc;DRN-4424710
Lloyds Bank PLC;DRN-4424739
The Royal London Mutual Insurance Society Limited;DRN-4424839
esure Insurance Limited;DRN-4424848
HSBC UK Bank Plc;DRN-4424870
Red Sands Insurance Company (Europe) Limited;DRN-4424917
Clydesdale Bank Plc;DRN-4424927
Alphabet (GB) Ltd;DRN-4424935
Watford Insurance Company Europe Limited;DRN-4425051
One Insurance Limited;DRN-4425081
Home in One Financial Services Limited;DRN-4425134
Lloyds Bank PLC;DRN-4425140
Baker Jenness Financial Management;DRN-4425203
Liberty Mutual Insurance Europe SE;DRN-4425292
Volkswagen Financial Services (UK) Limited;DRN-4425302
HSBC UK Bank Plc;DRN-4425318
Ikano Bank AB (publ);DRN-4425349
Barclays Bank UK PLC;DRN-4425405
Barclays Bank UK PLC;DRN-4425408
Santander Consumer (UK) Plc;DRN-4425427
Aviva Insurance Limited;DRN-4425435
Lloyds Bank General Insurance Limited;DRN-4425436
Great Lakes Insurance SE;DRN-4425440
BMW Financial Services(GB) Limited;DRN-4425466
Assurant General Insurance Limited;DRN-4425483
Simplyhealth Access;DRN-4425496
British Gas Insurance Limited;DRN-4425534
Clydesdale Financial Services Limited;DRN-4425548
Great Lakes Insurance SE;DRN-4425611
Amtrust Europe Limited;DRN-4425651
The National Farmers' Union Mutual Insurance Society Limited;DRN-4425730
AXA Insurance UK Plc;DRN-4425789
HSBC UK Bank Plc;DRN-4425792
Close Brothers Limited;DRN-4425796
Paratus AMC Limited;DRN-4425809
AA Underwriting Insurance Company Limited;DRN-4425900
Advantage Insurance Company Limited;DRN-4425950
Bank of Scotland Plc;DRN-4426025
Options UK Personal Pensions LLP;DRN-4426070
Santander UK Plc;DRN-4426099
U K Insurance Limited;DRN-4426139
esure Insurance Limited;DRN-4426165
Pensionhelp Limited;DRN-4426194
Royal & Sun Alliance Insurance Limited;DRN-4426196
The National Farmers' Union Mutual Insurance Society Limited;DRN-4426234
Aviva Insurance Limited;DRN-4426239
West Bay Insurance Plc;DRN-4426354
Mortgage Advice Bureau Limited;DRN-4426392
Nationwide Building Society;DRN-4426401
Volkswagen Financial Services (UK) Limited;DRN-4426522
The Prudential Assurance Company Limited;DRN-4426534
Mulsanne Insurance Company Limited;DRN-4426565
AJ Bell Management Limited;DRN-4426646
Lloyds Bank PLC;DRN-4426668
Barclays Bank UK PLC;DRN-4426684
Marsh Finance Ltd;DRN-4426695
Shawbrook Bank Limited;DRN-4426740
Great Lakes Insurance UK Limited;DRN-4426764
AXA Insurance UK Plc;DRN-4426790
Bank of Scotland Plc;DRN-4426804
BUPA Insurance Limited;DRN-4426805
Aviva Insurance Limited;DRN-4426860
Monzo Bank Ltd;DRN-4426901
Moneybarn No. 1 Limited;DRN-4426906
Bank of Scotland Plc;DRN-4427026
Lloyds Bank PLC;DRN-4427042
Wakam;DRN-4427050
Domestic & General Insurance Plc;DRN-4427172
Aviva Insurance Limited;DRN-4427227
Sainsbury's Bank Plc;DRN-4427236
Aviva Life & Pensions UK Limited;DRN-4427290
Vitality Health Limited;DRN-4427330
Connells Limited;DRN-4427357
Hiscox Insurance Company Limited;DRN-4427417
Helvetia Global Solutions Ltd;DRN-4427435
AXA Insurance UK Plc;DRN-4427445
Aviva Life & Pensions UK Limited;DRN-4427471
HSBC UK Bank Plc;DRN-4427583
Lloyds Bank General Insurance Limited;DRN-4427612
A plan holdings;DRN-4427679
Hugh James Solicitors;DRN-4427707
HSBC UK Bank Plc;DRN-4427726
U K Insurance Limited;DRN-4427743
National Westminster Bank Plc;DRN-4427796
Bank of Scotland Plc;DRN-4427807
Clydesdale Financial Services Limited;DRN-4427829
Haven Insurance Company Limited;DRN-4427842
National Westminster Bank Plc;DRN-4427877
Mortgage Agency Services Number Five Limited;DRN-4427884
MBNA Limited;DRN-4427898
The Equine and Livestock Insurance Company Limited;DRN-4427919
Epayments Systems Ltd;DRN-4427935
The National Farmers' Union Mutual Insurance Society Limited;DRN-4427943
HSBC UK Bank Plc;DRN-4427962
Inter Partner Assistance SA;DRN-4427966
Zopa Bank Limited;DRN-4427977
Lloyds Bank PLC;DRN-4428030
Evergreen Finance London Limited;DRN-4428034
Lloyds Bank PLC;DRN-4428050
Link Financial Outsourcing Limited;DRN-4428056
TIDE PLATFORM LTD;DRN-4428081
Santander UK Plc;DRN-4428096
Barclays Bank UK PLC;DRN-4428103
The National Farmers' Union Mutual Insurance Society Limited;DRN-4428116
Alwyn Insurance Company Limited;DRN-4428254
Card Protection Plan Ltd;DRN-4428255
AWP P&C SA;DRN-4428361
Red Sands Insurance Company (Europe) Limited;DRN-4428387
Barclays Bank UK PLC;DRN-4428396
TSB Bank plc;DRN-4428406
KW Wealth Planning Limited;DRN-4428467
The Mortgage Business Plc;DRN-4428519
Dignity Funerals Limited;DRN-4428527
U K Insurance Limited;DRN-4428555
Clydesdale Bank Plc;DRN-4428566
National Westminster Bank Plc;DRN-4428598
British Gas Insurance Limited;DRN-4428599
Liverpool Victoria Financial Services Limited;DRN-4428700
Admiral Insurance Company Limited;DRN-4428705
Barclays Bank UK PLC;DRN-4428715
Nationwide Building Society;DRN-4428758
Volvo Car UK Limited;DRN-4428782
Admiral Insurance (Gibraltar) Limited;DRN-4428803
Options UK Personal Pensions LLP;DRN-4428816
National Westminster Bank Plc;DRN-4428818
Phoenix Life Limited;DRN-4428834
esure Insurance Limited;DRN-4428884
Casualty & General Insurance Company (Europe) Ltd;DRN-4428903
West Bay Insurance Plc;DRN-4428942
Gerald Pepper Financial Management Limited;DRN-4428959
National House-Building Council;DRN-4429075
Marsh Finance Ltd;DRN-4429124
Lloyds Bank PLC;DRN-4429150
West Bay Insurance Plc;DRN-4429192
Clydesdale Financial Services Limited;DRN-4429211
Aviva Insurance Limited;DRN-4429235
Mitsubishi HC Capital UK Plc;DRN-4429276
Barclays Bank UK PLC;DRN-4429405
Unum Ltd;DRN-4429448
American International Group UK Limited;DRN-4429492
Barclays Bank UK PLC;DRN-4429509
Vitality Health Limited;DRN-4429591
Shop Direct Finance Company Limited;DRN-4429710
Fair Return Legal Services Limited;DRN-4429735
Quidie Limited;DRN-4429767
American International Group UK Limited;DRN-4429783
Great Lakes Insurance SE;DRN-4429863
Tesco Personal Finance PLC;DRN-4430097
RAC Insurance Limited;DRN-4430112
Tesco Personal Finance PLC;DRN-4430126
Revolut Ltd;DRN-4430138
Revolut Ltd;DRN-4430169
Advantage Insurance Company Limited;DRN-4430193
Creation Consumer Finance Ltd;DRN-4430206
Accredited Insurance (Europe) Ltd;DRN-4430288
Mitsubishi HC Capital UK Plc;DRN-4430302
TSB Bank plc;DRN-4430430
ASPECT FINANCIAL SOLUTIONS LTD;DRN-4430447
Cater Allen Limited;DRN-4430457
Monzo Bank Ltd;DRN-4430501
Zurich Insurance PLC;DRN-4430502
Alphabet (GB) Ltd;DRN-4430513
Wise Payments Limited;DRN-4430540
Lockton Companies LLP;DRN-4430571
NewDay Ltd;DRN-4430612
Barclays Bank UK PLC;DRN-4430651
Barclays Bank UK PLC;DRN-4430684
Barclays Bank UK PLC;DRN-4430751
Domestic & General Insurance Plc;DRN-4430754
ReAssure Life Limited;DRN-4430762
HSBC UK Bank Plc;DRN-4430867
U K Insurance Limited;DRN-4430890
Advantage Insurance Company Limited;DRN-4430904
BMW Financial Services(GB) Limited;DRN-4430905
Gain Credit LLC;DRN-4430932
Quidie Limited;DRN-4430942
Tandem Personal Loans Ltd;DRN-4430943
Gemini Payments UK, LTD;DRN-4430944
Barclays Bank UK PLC;DRN-4430947
The Royal Bank of Scotland Plc;DRN-4431073
Vitality Health Limited;DRN-4431097
Legal and General Assurance Society Limited;DRN-4431102
U K Insurance Limited;DRN-4431224
Ark Insurance Group Limited;DRN-4431268
UCB Home Loans Corporation Ltd;DRN-4431321
AXA PPP Healthcare Limited;DRN-4431372
Legal and General Assurance Society Limited;DRN-4431386
Mitsubishi HC Capital UK Plc;DRN-4431457
Nationwide Building Society;DRN-4431497
Wakam;DRN-4431505
Citibank UK Limited;DRN-4431577
Barclays Bank UK PLC;DRN-4431611
AJ Bell Management Limited;DRN-4431675
Nationwide Building Society;DRN-4431788
TICORP Ltd;DRN-4431796
Admiral Insurance (Gibraltar) Limited;DRN-4431814
Connells Limited;DRN-4431816
Red Sands Insurance Company (Europe) Limited;DRN-4431871
BUPA Insurance Limited;DRN-4431901
